137885,3692,0
138376,880,0
137966,522,0
138437,33679,0
137804,485,0
137936,953,1
138325,78376,1
138019,3397,1
138382,2613,1
138134,4975,1
138205,539,1
138038,1304,1
137993,38600,1
138102,1035,0
137977,2038,0
138301,72011,1
138157,1188,0
138208,3152,1
137851,73017,0
138254,6378,1
137886,371,1
138325,4998,1
138270,480,1
138185,34,1
138009,7,0
138142,377,1
138493,3996,1
138056,648,0
137810,6867,1
137810,4,0
137879,42011,0
138081,1265,0
138291,1230,1
138148,8656,1
137988,527,1
138201,1223,1
138270,2829,1
138100,2028,1
138103,3386,0
138135,2985,0
138161,595,1
138164,1136,1
138270,2318,1
137878,21,0
138070,1201,1
137976,176,1
138279,261,1
138493,1645,1
138335,110,1
138233,3986,0
137899,4006,0
138254,2986,0
137885,885,0
138149,5299,1
138266,272,1
138335,33493,1
137923,7256,1
138317,2986,0
138335,2291,1
138025,8958,0
138148,608,1
138317,4132,0
137976,3897,1
138176,68157,1
138233,4007,1
138259,1527,1
138397,6,1
137925,780,0
137838,55247,1
138018,1952,1
138123,168,1
137830,508,1
138267,1304,0
137885,2148,0
138429,7254,0
138064,594,0
137885,674,0
138386,102058,1
138164,6102,0
138191,1234,1
137839,1090,1
137843,7153,1
138162,1358,1
138305,6333,0
138286,480,0
137993,8576,1
138481,471,0
137976,3578,0
137918,5010,0
138365,3108,0
138181,858,1
138454,281,1
138397,4993,1
138259,8464,1
138486,2797,1
138189,153,0
138110,454,0
138452,208,0
137828,5255,1
137976,1242,1
138045,62,1
138209,589,1
138382,3824,0
137885,172,0
137918,3254,0
138406,47894,1
138472,1527,0
138231,48516,1
138197,2012,0
138456,231,1
137893,1247,1
138411,2005,1
138256,2858,0
138335,1777,0
138062,2392,0
138186,33794,0
137977,7899,0
137934,953,1
138461,367,0
138397,6979,1
137854,3985,0
138162,369,1
138151,457,1
138452,48,0
138397,1779,0
138381,1883,1
138377,926,1
138330,1805,0
138325,1722,0
137839,1653,1
138022,5945,1
138191,52435,0
137869,57640,0
138109,59387,0
138291,224,1
137830,590,1
138162,1097,1
137885,278,0
138456,5380,1
138208,5970,1
138072,3578,1
138219,527,0
138200,6773,1
138136,2000,1
138110,1089,1
138130,4,1
138387,1617,1
138411,1207,1
138404,6350,1
138246,2987,0
137885,420,0
138211,3893,0
137977,673,0
137800,1258,1
137946,2384,1
138211,3186,1
137864,216,0
138464,1188,1
137955,69481,1
137973,5,0
138244,494,0
138205,2987,1
138186,99114,1
138397,1556,0
138439,48780,0
137912,5989,0
138191,262,1
137914,253,1
138200,8948,0
137893,262,0
138404,379,0
138483,123,1
138397,5420,1
138467,1176,0
138486,527,1
138414,2716,0
138128,2424,0
138343,4262,1
138219,2076,1
138137,736,0
138072,8644,1
138449,4181,1
138072,524,1
138175,1777,1
138460,1148,0
138234,1721,0
138419,1291,1
138325,1036,1
137971,1304,0
137934,4010,1
138406,1210,0
137902,59784,1
137975,1203,1
137852,913,1
138411,1748,0
137829,4224,0
138212,5064,0
137867,370,0
138208,2804,1
138211,5992,1
137897,1367,1
137854,1214,1
137974,3256,1
138200,40819,1
138115,1270,1
137879,104155,0
137981,3107,1
138188,2762,1
137806,1206,1
138493,7008,1
138307,8784,0
137976,2320,0
137885,2429,0
138261,588,1
137977,1599,0
137802,253,1
137918,3809,0
137817,6,1
138426,2,1
138166,47,1
137838,76091,1
137868,6690,0
137981,292,1
137928,196,0
138307,8949,0
137863,464,0
138466,2858,1
138444,1625,0
138397,1010,0
138072,553,1
138097,785,0
137830,3751,0
138197,1247,1
138208,6156,1
137925,1261,1
137813,3996,1
137803,356,0
138208,2011,1
138116,288,1
137904,1272,0
138030,3545,1
137989,2797,1
138135,41566,1
138148,3105,1
138080,1200,1
138241,1263,1
138267,921,1
138208,315,0
137992,1235,1
137995,158,0
138454,235,0
138335,2300,1
138134,5462,0
137953,2762,1
138104,1198,1
138285,3952,1
138301,7047,0
137826,5952,1
138162,4028,1
137926,3199,0
138186,2325,1
137904,307,1
138083,51255,0
137869,6957,0
138019,2333,1
138171,4306,1
138382,4465,0
137977,3489,0
138328,691,0
137993,509,1
138307,1350,1
137822,500,1
138311,1610,0
138060,2470,0
137800,736,0
138465,50,1
138254,34319,1
138318,593,1
137865,63082,1
138404,34048,1
138137,1060,1
138177,90405,0
137863,160,0
138043,3996,1
137854,1233,1
138218,344,0
137839,1220,0
137802,2594,1
138325,95,0
137885,2818,0
137833,47,1
138437,5294,1
138202,3264,0
138200,3114,0
138425,4011,1
138307,3983,1
138113,3977,0
138113,2353,1
138011,40962,1
138270,2176,0
138217,1270,0
137833,162,1
137899,2108,1
138015,2762,0
137932,293,1
138034,5797,0
137855,96079,0
137918,2947,1
138216,262,0
138200,50912,1
138386,3247,0
138456,8910,0
138001,2763,1
138148,64957,0
138208,364,1
137883,1197,1
137907,1274,1
137871,1584,0
137867,1092,0
138436,778,0
138138,3827,0
138105,2366,0
138137,5225,1
137965,88,0
138246,7323,1
137830,3107,0
138386,80463,1
138017,2080,1
138191,661,0
138208,942,1
138454,908,0
138477,5679,1
137993,2951,1
138343,66203,0
137926,2135,1
138281,292,1
138093,1722,0
137934,924,1
137955,186,0
137851,1729,0
138486,3751,0
138019,2716,1
137965,4336,1
138103,4085,0
137864,8622,1
138188,253,1
